"Province","District ID","Polling Center Name and Location","PC Code","Estimated Voters","Total PS","Male","Female","Kuchi"
"Panjshir",807,"Kondogowat",3302027,2000,4,2,2,
"Panjshir",807,"Dar khail",3302026,1150,2,1,1,
"Baghlan",901,"Haji Abdull Ghafar Mosque",1601230,1200,2,1,1,
"Baghlan",901,"School Number 2",1601010,4200,7,4,3,
"Baghlan",901,"Chashma-e-Sheer School, Right Side of Mazar Pul-e-Khumri Road",1601038,1800,3,2,1,
"Baghlan",901,"Department of Industry No.5 Infront of Baghlan Province University",1601003,3600,6,3,3,
"Baghlan",901,"Kocha Panjsheri ha mosque",1601229,1200,2,1,1,
"Baghlan",901,"Shamraq, Darwaza-e-Pul-e-Khumri",1601007,1200,2,1,1,
"Baghlan",901,"Amar Khel Jalad Khan, Amar Khel Jalad Khan",1601031,2400,4,1,1,2
"Baghlan",901,"Haji Bazgul Mosque, Tepa Sangak (Qarghan)",1601013,2400,4,2,2,
"Baghlan",901,"Chap Daria infront of Qahwa Khana Gardan, Karte Ettefaq",1601035,1800,3,2,1,
"Baghlan",901,"Qara Sai School, Near Robatak",1601039,1800,3,2,1,
"Baghlan",901,"Wazir Abad Village, Wazir Abad Village Mosque",1601016,2400,4,2,2,
"Baghlan",901,"Khwaja Kamal Wali High School, Khwaja Kamal Wali School",1601012,2400,4,2,2,
"Baghlan",901,"Beside the Wall of Mine Department, Hazrat Hamza High School, Hazrat Hamza High School",1601002,4800,8,4,4,
"Baghlan",901,"Ali Khel, Near Water Station, Ali Khel Village",1601033,1800,3,2,1,
"Baghlan",901,"Takia Khana Mosque, Near Transport and Silo, Mullah Eshaq Shiye Religious Place",1601008,2400,4,2,2,
"Baghlan",901,"Mosque Building, Tapa Farhad Village, Shiye Religious Place",1601005,2400,4,2,2,
"Baghlan",901,"Right of Mazar Road, Khwaja Alwan",1601041,1800,3,2,1,
"Baghlan",901,"Qazi Village, Qaria Qazi",1601015,2400,4,2,2,
"Baghlan",901,"Bala Duri School No.2, Bala Duri Baba Nazar No.2",1601036,2400,4,2,2,
"Baghlan",901,"Ghoro Shakh Mosque",1601232,1800,3,2,1,
"Baghlan",901,"Old Mosque- Near Gurgan Canal Behind the Historic Area, Surkh Kotal Village",1601032,2400,4,2,2,
"Baghlan",901,"Safid Khan Village, Gharoshakh infront of Big Mosque, Safid Khan Village Mosque",1601017,1800,3,2,1,
"Baghlan",901,"Niazullah Village, South of River",1601018,2400,4,2,2,
"Baghlan",901,"Abdull Qadir akhondzada School,Shahabudin Village",1601231,1800,3,2,1,
"Baghlan",901,"Chashma-e-Sheer Pul-e-Khumri Street, Saed Jamaluddin School",1601019,2400,4,2,2,
"Baghlan",901,"Qala Khwaja, Qala Khwaja Village School",1601014,2400,4,2,2,
"Baghlan",901,"Khwaja Alwan Camp - Pul-e-Khumri Mazar Street",1601020,1800,3,2,1,
"Baghlan",901,"Hawa Female High School, Hawa High School Pul-e-Khumri",1601001,7200,12,6,6,
"Baghlan",901,"Hazrat Imam Husain School, Nawaqel Gurgan",1601030,2400,4,2,2,
"Baghlan",901,"Bi Bi Ayena School, Right Side of Agriculture Farm, Amar Khel",1601037,2400,4,2,2,
"Baghlan",901,"Zamankhel Gawsawar - Kunduz Pul-e-Khumri Street, Zamankhel Gawsawar Mosque",1601021,1800,3,2,1,
"Baghlan",901,"Logari- Near Nahr-e-Joye Naw, Logari Village",1601027,2400,4,2,2,
"Baghlan",901,"Pul-e-Khumri Big Mosque, Markaz-e-Shahr",1601034,6000,11,11,0,
"Baghlan",901,"Bala Duri School, Baba Nazar Pul-e-Khumri Kunduz Street",1601023,1800,3,2,1,
"Baghlan",901,"Fatematuzzahra High School",1601004,2400,5,3,2,
"Baghlan",901,"Abdul Razzaq Shaheed High School, Wardak Gurgan Village",1601026,1800,3,2,1,
"Baghlan",901,"Joye Naw- Mazar Old Street, Joi Naw Ahmadzai",1601025,2400,4,2,2,
"Baghlan",901,"Band Do, Band Do High School",1601011,4200,7,4,3,
"Baghlan",901,"Mazar dara Village Mosque",1601227,1800,3,2,1,
"Baghlan",901,"Khalakhi Village Bala Duri School, Baba Nazar near Clinic, Tor Shaheed School",1601024,2400,4,2,2,
"Baghlan",901,"Shahr-e-Naw- Near Shahr-e-Naw Village, Kharoti Gawargan",1601028,2400,4,2,2,
"Baghlan",901,"Tajikan Shir Ali- Near Tajikan School inside the Village",1601029,2400,4,2,2,
"Baghlan",901,"Qeshlaq-e-Bamba, Hazrat Zaid School Near Swedish Committee Office",1601009,3000,5,3,2,
"Baghlan",901,"Aka Khel Mosque Garden, Aka Khel",1601040,1800,3,2,1,
"Baghlan",901,"Qol Qasabi Mosque",1601228,1200,2,1,1,
"Baghlan",901,"Silo Area Near UNHCR Agency, Silo Pul-e-Khumri",1601006,2400,4,2,2,
"Baghlan",901,"Husain Khel Shahabuddin School near Clinic, Husain Khel High School",1601022,3000,5,3,2,
"Baghlan",903,"In the course of Dahana-e-Ghori wa Shalkato, Shalkato",1603076,1800,3,2,1,
"Baghlan",903,"In the course of Dahana-e-Ghori Pul-e-Khumri Doshi, Kamparak Bala",1603088,1800,3,2,1,
"Baghlan",903,"Near Daria Goraan, Haji Bashir",1603092,1200,2,0,0,2
"Baghlan",903,"In the course of Dahana-e-Ghori wa Charmaab, Charmaab Bala",1603081,1200,2,1,1,
"Baghlan",903,"In the course of Dahana-e-Ghori wa Pasha Qul, Pasha Qul",1603084,1200,2,1,1,
"Baghlan",903,"Beside Jangaghli, Jangaghli",1603075,1800,3,2,1,
"Baghlan",903,"Bekh Village, In the course of Dahana Ghori wa Bekh Village Street",1603077,1200,2,1,1,
"Baghlan",903,"In the course of Dahana-e-Ghori wa Tandara, Tandara",1603079,1200,2,1,1,
"Baghlan",903,"In the course of Dahana-e-Ghori wa Khwaja Pak, Taran Khwaja Pak Valley",1603086,1800,3,2,1,
"Baghlan",903,"Tepa Qol Sangak, Dahana-e-Ghori Tepa Sangak",1603082,1800,3,2,1,
"Baghlan",903,"Larkhwabi Mohammad Naeem, in the course of Dahana-e-Ghori",1603083,1800,3,2,1,
"Baghlan",903,"In the course of Dahana-e-Ghori Sayad wa Khushk, Tajik Hai Dahana",1603087,1200,2,1,1,
"Baghlan",903,"Khowajack jarob",1603239,1200,2,1,1,
"Baghlan",903,"In the course of Dahana-e-Ghori wa Dashtak-e-Ali Jam, Dashtak",1603080,1800,3,2,1,
"Baghlan",903,"Sorkhak",1603238,1200,2,1,1,
"Baghlan",903,"Qandahari Suburb, Beside Khadrana",1603091,1200,2,1,1,
"Baghlan",903,"District Center, In the course of Dahana-e-Ghori Pul-e-Khumri Doshi",1603085,1200,2,1,1,
"Baghlan",903,"Aash Khwaja Village, Shalkato",1603089,1800,3,2,1,
"Baghlan",903,"Wakhshak, In the course of Dahana Ghori wa Wakhchar",1603078,1800,3,2,1,
"Baghlan",903,"Beside the Grave of Ali Mohammad",1603090,1200,2,1,1,
"Baghlan",904,"In front of River and Lower Houses of the Village, Zahrabi",1604102,1800,3,2,1,
"Baghlan",904,"Dosti School, In the course of Doshi and Khenjan Street, near Beyd Dara-e-Taghak Bridge",1604101,1800,3,2,1,
"Baghlan",904,"In front of Zahrabi Street near the Mountain of Doshi Center",1604100,1800,3,2,1,
"Baghlan",904,"Beside Chardar Clinic, Chardar",1604105,1200,2,1,1,
"Baghlan",904,"Zarghah Village mosque",1604240,1800,3,2,1,
"Baghlan",904,"In the course of Doshi -Pul-e-Khumri Road, Qara Daka",1604109,1800,4,3,1,
"Baghlan",904,"Khan Mohammad Naseri Village",1604111,1800,3,0,0,3
"Baghlan",904,"Beside Doshi Studio near Agriculture Directorate, Qala Kaian",1604098,1800,3,2,1,
"Baghlan",904,"Shotor Jangal, Taala Street, Infront of Kalan Guzar",1604095,1800,3,2,1,
"Baghlan",904,"In Markaz-e-Doshi Larkhab Bridge, Zard Sang",1604106,1200,2,1,1,
"Baghlan",904,"Beside Zard Sang and Zahrabi Villages, Larkhwab",1604107,1800,3,2,1,
"Baghlan",904,"In the course of Doshi Khenjan, West of Clinic and Market of Pushta Kanda Sang",1604104,1800,3,2,1,
"Baghlan",904,"Infront of Doshi Khenjan Street near Beyd Dara Bridge, Awaran Karo",1604099,1800,3,2,1,
"Baghlan",904,"Infront of the river near the Public Houses, Kalan Guzar",1604096,1800,3,2,1,
"Baghlan",904,"Rah Gulak Valley, Khwaja Zaid",1604108,1800,3,2,1,
"Baghlan",904,"Doshi",1604110,1800,3,2,1,
"Baghlan",904,"Infront of Public Houses and Bagh-e-Bala, Talakhtan",1604094,1800,3,2,1,
"Baghlan",904,"Infront of Doshi Street, West of Kelagai Clinic, Kelagai",1604103,1800,3,2,1,
"Baghlan",904,"Near Rubat Clinic in the course of Surkh Aab River, Rubat",1604093,1800,3,2,1,
"Baghlan",904,"Infront of the river near the Public Houses, Chehl Kapa",1604097,1800,3,2,1,
"Baghlan",905,"Dahana Astama, in the way of Tala and Pul-e-Khumri Road infront of River",1609168,1800,3,2,1,
"Baghlan",905,"Amir Nazia Mosque, Dahana Roshqaab",1609171,1200,2,1,1,
"Baghlan",905,"Tala Boys High School and Tala Clinic, Tala Bazar, District Center",1609163,1800,3,2,1,
"Baghlan",905,"West of Barfak City and East of Dektor Mosque, Zer Bagh",1609164,1800,3,2,1,
"Baghlan",905,"Bolandi Ashraf Mosque, Aman Bai Mosque",1609167,1800,3,2,1,
"Baghlan",905,"Dahana Wadoo, Infront of Public Houses",1609169,1800,3,2,1,
"Baghlan",905,"Barfak Secondary School, West of Toti Khel Mosque - In the course of Tala Street",1609170,1800,3,2,1,
"Baghlan",905,"Tarmash Big Mosque, Tarmash",1609172,1200,2,1,1,
"Baghlan",905,"On the hill of Ashraf Village near Kolola Sang Village, Angar",1609166,1200,2,1,1,
"Baghlan",905,"Har do ab mosque",1609249,1800,3,2,1,
"Baghlan",905,"Poshta Qara Mosque, East of Toti Village, Qara Mosque",1609165,1800,3,2,1,
"Baghlan",906,"Waliyan Village, In the course of Khenjan and Walyan",1605113,1800,3,2,1,
"Baghlan",906,"Khob Dara, Khob Dara Village",1605119,1200,2,1,1,
"Baghlan",906,"Amrod Desert, South of Bano and Khenjan Road",1605118,1200,2,1,1,
"Baghlan",906,"Beside Hospital- In the course of Kabul-Pul-e-Khumri Road, Center of Khenjan City",1605112,3600,6,3,3,
"Baghlan",906,"Khoshkak Bajga Village, In the course of Pul-e-Khumri Khenjan Road",1605114,1800,3,2,1,
"Baghlan",906,"Bajaga Village, In the course of Khenjan Pul-e-Khumri Road",1605117,1200,2,1,1,
"Baghlan",906,"faraq dara mosque",1605241,1200,2,1,1,
"Baghlan",906,"Beside Agricultural Lands, Gazan Payan",1605116,2400,4,2,2,
"Baghlan",906,"Lalmayee Village, In the course of Khenjan-Kabul Road",1605115,1800,3,2,1,
"Baghlan",907,"Sapich Village, near Selbord, Sapich",1606127,1200,2,1,1,
"Baghlan",907,"Yoch Village, Beside the River and the Street near Yoch Kapa",1606120,2400,4,2,2,
"Baghlan",907,"Khoshdara, Beside Woch Village near the River",1606124,1800,3,2,1,
"Baghlan",907,"Kashan Abad Village Mosque, Beside Pul-e-Kuhna Village inside Dahan-e-Kashan Abad Village",1606122,2400,4,2,2,
"Baghlan",907,"Center of Bano City, Beside the River, Infront of Mountain",1606123,2400,4,2,2,
"Baghlan",907,"laghak mosque",1606242,1200,2,1,1,
"Baghlan",907,"Sar Pul Village, North of Mountain and Near the River",1606121,2400,4,2,2,
"Baghlan",907,"In the course of Daragi and Khwaja Street - Close to Daragi Khoj Mountain",1606126,1200,2,1,1,
"Baghlan",907,"Kaftar Khana Village, Beside Woch Village Behind the River",1606125,1800,3,2,1,
"Baghlan",908,"Bazar High School, Bazar",1613208,1800,3,2,1,
"Baghlan",908,"Malem, Malem Aichani",1613204,1800,3,1,2,
"Baghlan",908,"Dah kalan",1613254,1800,3,1,2,
"Baghlan",908,"Khahosh School, Tajikhai Khamosh",1613214,1800,3,2,1,
"Baghlan",908,"Kazar, Kazar",1613207,1800,3,1,2,
"Baghlan",908,"Baharak School, Baharak",1613212,1800,3,2,1,
"Baghlan",908,"Sabz Mohammad Khan, Qarghanbal School, Qarghanbal Garden",1613202,1800,3,2,1,
"Baghlan",908,"Konjak, Konjak Charbagh School, Konjak",1613205,1800,3,2,1,
"Baghlan",908,"Qala mir",1613256,1200,2,1,1,
"Baghlan",908,"Suchi",1613255,1200,2,1,1,
"Baghlan",908,"Mian Shahr, Mian Shahr",1613209,1800,3,2,1,
"Baghlan",908,"Woch Primary School, Woch",1613215,1200,2,1,1,
"Baghlan",908,"Abdul Haq Farazo, Deh Mullah Khatib",1613213,1200,2,1,1,
"Baghlan",908,"Khoshdara School, Khoshdara",1613206,1800,3,1,2,
"Baghlan",908,"Yakha Primary School, Yakha",1613210,1200,2,1,1,
"Baghlan",908,"Char Qeshlaq, Mohammad Afzal School",1613203,1800,3,1,2,
"Baghlan",908,"Dahana Secondary School, Dahana",1613211,1800,3,2,1,
"Baghlan",908,"Do Aabi Girls School, Do Aabi Qarghan, Do Aabi Bazar",1613201,1800,3,2,1,
"Baghlan",908,"Gardan Tal School, On Gardan Tal Hill",1613217,1800,3,2,1,
"Baghlan",908,"Garm Aaba Village, North of Agricultural Lands - In the way of Main Street",1613216,1800,3,1,2,
"Baghlan",908,"Dah mirak Religious school",1613253,1800,3,2,1,
"Baghlan",909,"Subhan Village, Beside the mountain and infront of Buzdara Village",1607135,1200,2,1,1,
"Baghlan",909,"Baraqi Village in the course of Nahrain Baghlan Street, Baraqi Kahgadai",1607133,1800,3,2,1,
"Baghlan",909,"Arakash School in the course of Nahrain and Baghlan, Arakash",1607132,1800,3,2,1,
"Baghlan",909,"Aab Sarina Village, Tawa Shakh",1607143,1200,2,1,1,
"Baghlan",909,"Area of Logari Village, Logari ha Village",1607138,1800,3,2,1,
"Baghlan",909,"Behind Khwaja Khezer, Khwaja Khezer",1607136,1200,2,1,1,
"Baghlan",909,"Do Aabi Village near Do Aabi River, Khana Gar",1607137,1800,3,2,1,
"Baghlan",909,"Hafiz Bacha",1607245,1200,2,1,1,
"Baghlan",909,"Lakan Khel Village, Haji Omar Lakan Khel Mosque",1607146,1800,3,2,1,
"Baghlan",909,"Area of Badam Dara near Anwar House, Badam Dara Salangi",1607129,1800,3,2,1,
"Baghlan",909,"Weterchi Village Big Mosque, Weterchi",1607145,1200,2,1,1,
"Baghlan",909,"Kohna Qala, Behind Humayoun Shah Village",1607128,1200,2,1,1,
"Baghlan",909,"Almato School, In the middle of Public Houses, Almato",1607131,1800,3,2,1,
"Baghlan",909,"Agari mosque",1607244,1200,2,1,1,
"Baghlan",909,"In the middle of Public Houses infront of Lakan Khel School, Lakan Khel",1607134,2400,4,1,1,2
"Baghlan",909,"Karez Village near Karez Fountain, Karez Fountain",1607130,1800,3,2,1,
"Baghlan",909,"Qobi qishlaq",1607246,1200,2,1,1,
"Baghlan",909,"Joy kalan Mosque",1607243,1200,2,1,1,
"Baghlan",909,"Beside Shin Dara Village near Qasab ha Village, Nawabad Burjak",1607142,1800,3,2,1,
"Baghlan",909,"City Center, Shahr-e-Qadim Village",1607140,1800,3,2,1,
"Baghlan",909,"Buz Dara Village, Khwaja Khezer School, Buz Dara",1607144,1200,2,1,1,
"Baghlan",909,"Inside the City, Center of New City",1607139,1800,3,2,1,
"Baghlan",909,"Tali Suburb - Inside Khwajaha Village, Mawlawi Kamaluddin Tali",1607141,1800,3,2,1,
"Baghlan",909,"Samandan Village, East of Samandan School",1610176,1800,3,2,1,
"Baghlan",909,"Taghanak Village, in the West of River",1610177,1200,2,1,1,
"Baghlan",909,"Hasab kaf school",1610250,1200,2,1,1,
"Baghlan",909,"Center of Pul Hesar District, Center of Chel Hesar",1610180,1200,2,1,1,
"Baghlan",909,"Darisho Mosque, Darisho",1610178,1200,2,1,1,
"Baghlan",909,"Dahana-e-Achar, near Qulak Ha Village",1610179,1200,2,1,1,
"Baghlan",909,"Beside Main Street and West of Puli Sar River, Lakar Mar",1610175,1200,2,1,1,
"Baghlan",909,"Nawbahar School, Beside Main Street and east of River",1610173,1800,3,2,1,
"Baghlan",909,"Beside Jama Mosque, Deh Yak",1610174,1200,2,1,1,
"Baghlan",910,"South of Haji Momin House East of Haji Abdul Haq Mosque, Haji Momin",1608148,1200,2,1,1,
"Baghlan",910,"Girls School, West of Big Mosque, Haji Khatar Religious School",1608161,2400,4,2,2,
"Baghlan",910,"Khalifa Mosque, Beside the house of District Administrator",1608156,1800,3,2,1,
"Baghlan",910,"High School, near Yaka toot Big Mosque in the course of Baraka Street to Kand",1608155,1800,3,2,1,
"Baghlan",910,"Deh Bash, near Shokor Mill",1608147,2400,4,2,2,
"Baghlan",910,"Jam Ali Arab Sai Mosque, Jam Ali Arab Sai",1608158,1800,3,2,1,
"Baghlan",910,"District Center, East of Baraka Health Clinic near the District",1608153,1800,3,2,1,
"Baghlan",910,"Inside Sharshar School near Sharshar Religious School, Sharshar",1608154,1800,3,1,2,
"Baghlan",910,"Now Abad school, Dashte felwal",1608247,1800,3,2,1,
"Baghlan",910,"Falool High School, beside Haji Abdul Wahab House, Beside Baraka Street to Sai Hazara",1608151,1800,3,2,1,
"Baghlan",910,"Shorcha School, Shorcha School",1608160,2400,4,2,2,
"Baghlan",910,"Chapa School, Maktab Chapa",1608152,1800,3,2,1,
"Baghlan",910,"Mariam Cheshma Mosque, East of Mariam Fountain, Mariam Chashma",1608159,1200,2,1,1,
"Baghlan",910,"Tash Chashma",1608248,1200,2,1,1,
"Baghlan",910,"Sai Hazada Big Mosque, West of Larak Village, South of Haji Hazrat Shah Village",1608150,1200,2,1,1,
"Baghlan",910,"High School, near Yaka toot Big Mosque in the course of Baraka Street to Kand",1608162,2400,4,2,2,
"Baghlan",910,"West of Ex-Security Commander's House, Shor Qadok",1608149,2400,4,2,2,
"Baghlan",910,"Inside the Valley, near the house of Haji Qul Mohammad, Bolak Pushta",1608157,1800,3,2,1,
"Baghlan",911,"In the course of Nahrain Baghlan Road, Shaikh Jalal",1602055,2400,4,2,2,
"Baghlan",911,"Qara Bagh Village near Ali Khwaja Village, Aab Qol",1602066,2400,4,2,2,
"Baghlan",911,"In the course of Shash Kapa Village, Aab Qul",1602052,1800,3,2,1,
"Baghlan",911,"Patan Khel, Cham Qaha",1602073,3000,5,2,1,2
"Baghlan",911,"Tapa Abubaker, Abubaker",1602074,1800,3,1,0,2
"Baghlan",911,"East of Jar Khashak Village, Jar Khashak",1602049,1800,3,2,1,
"Baghlan",911,"Char Shanbe Tepa School, West of Temori Village",1602043,1800,3,2,1,
"Baghlan",911,"Mullah Qadir Village, Azim Shor",1602072,1800,3,1,0,2
"Baghlan",911,"South of Dasht-e-Gabar, north of Azim Shor, Baisaqal",1602064,2400,4,2,2,
"Baghlan",911,"Gabar Desert, Infront of Mawlawi Allahdad Village",1602069,1800,3,1,0,2
"Baghlan",911,"Beside Mata Khel, Shahi Khel",1602051,2400,4,2,2,
"Baghlan",911,"Beside Kok Chenar Village, Qaisar Kheil",1602048,1800,3,2,1,
"Baghlan",911,"Arab ha Suburb, Left of Qaisar Khel",1602065,2400,4,2,2,
"Baghlan",911,"New Baghlan Public Health Department, Beside Kota-e-Setara",1602063,2400,4,2,2,
"Baghlan",911,"New Baghlan Big Mosqe, Infront of Kota-e-Setara, In the course of Tajikan Village",1602062,2400,4,2,2,
"Baghlan",911,"Beside Jelawgir Noor Mohammad Village, Jelawgir",1602050,1800,3,2,1,
"Baghlan",911,"Mullah Najeeb Village near the River, Zaman Khel Gadiha",1602070,2400,4,2,2,
"Baghlan",911,"Rahis Payenda School",1602233,1200,2,1,1,
"Baghlan",911,"New Baghlan Clinic, Second Street, East of Kota hai Shirkat",1602047,2400,4,2,2,
"Baghlan",911,"Street 12, Khwaja Khan Baba",1602061,2400,4,2,2,
"Baghlan",911,"Beside Old City Right of Street 8, Hasan Tal Nazukmir",1602067,2400,4,2,2,
"Baghlan",911,"Ghulam Mahiuddin Mosque, Yaka toot",1602071,1800,3,1,0,2
"Baghlan",911,"New Baghlan Municipality Club, In front of Boys High School",1602057,2400,4,2,2,
"Baghlan",911,"Haji Delawar Mosque",1602235,1800,3,2,1,
"Baghlan",911,"Baghlan Jadid Sports Club, Left of Girls School, Infront of Police Center",1602042,2400,4,2,2,
"Baghlan",911,"Mangal Ha, Infront of Local Yard, Left of Aab Qul Village",1602046,2400,4,2,2,
"Baghlan",911,"Zarina High School, Mamorin Street beside Agriculture Garden",1602060,2400,4,2,2,
"Baghlan",911,"Old City Clinic, Koche Mamoriat, in the course of Baghlan Pul-e-Khumri Road",1602053,2400,4,2,2,
"Baghlan",911,"Torani ah Village",1602237,1200,2,1,1,
"Baghlan",911,"Baisaqal Village Main Street Beside Zarif Qandahari, Abdullah Jan",1602068,2400,4,1,1,2
"Baghlan",911,"Infront of Hassan Tala, Beside Arbab Juma Village",1602044,1800,3,2,1,
"Baghlan",911,"Old City Mosque, Beside the Public Market, West of City",1602058,2400,4,2,2,
"Baghlan",911,"White Mosque",1602234,1800,3,2,1,
"Baghlan",911,"Mia Khel Shaheed School, Street 11, Wali Khel Village",1602054,2400,4,2,2,
"Baghlan",911,"New Baghlan Girls High School",1602056,2400,4,2,2,
"Baghlan",911,"Hamat Khail mosque",1602236,1800,3,2,1,
"Baghlan",911,"Sugar Industry Boys High School, Street 1 of Industrial Baghlan",1602059,2400,4,2,2,
"Baghlan",911,"Hofiani Hassan Tal, Infront of Bolak Mardad Village",1602045,2400,4,2,2,
"Baghlan",912,"North of River, Center of Sang Baran",1611186,1800,3,2,1,
"Baghlan",912,"Pashayee Mosque - Near the River, Pasha Balai Qasan",1611185,1800,3,2,1,
"Baghlan",912,"Rahya saka mosque",1611251,1200,2,1,1,
"Baghlan",912,"Near Qasan Mountains, North of Qasan River, Gadali",1611189,2400,4,2,2,
"Baghlan",912,"Jama Kamikhlar Mosque, Kamikhlar",1611183,1800,3,2,1,
"Baghlan",912,"Shahshan Tal Mir Ghazi Valley, Tal Mir Ghazi",1611188,1800,3,2,1,
"Baghlan",912,"Shahshan School, Ailang Kalan Shahshang",1611184,1800,3,2,1,
"Baghlan",912,"Arzangan Village, in the South of River",1611182,1200,2,1,1,
"Baghlan",912,"Near the River and Beside the Kasan Mountain, Kargard",1611181,1200,2,1,1,
"Baghlan",912,"Main Street, Deh Salah School, Deh Salah Bazar",1611187,2400,4,2,2,
"Baghlan",913,"Hazrat Sahib Mosque, Murad Shahr",1614221,1800,3,2,1,
"Baghlan",913,"East of Deh Naw Village, North of Mir Hangana near the River",1614222,1200,2,1,1,
"Baghlan",913,"Dahana Freng Secondary, Dahana Freng School, Dahana Freng",1614218,1800,3,2,1,
"Baghlan",913,"Central High School, Central School, Soq",1614220,1800,3,2,1,
"Baghlan",913,"Dashte shahan",1614257,1200,2,1,1,
"Baghlan",913,"Deh Mir, Deh Mir Mosque",1614219,1800,3,2,1,
"Baghlan",913,"Haji Mohammad Alam Khan Mosque, Near Talak on Robat Village",1614223,1200,2,1,1,
"Baghlan",914,"In the bottom of Yahor Village near the river, Yahor",1615226,2400,4,2,2,
"Baghlan",914,"Jur Aab Secondary School near District Administrator Office, Jur Aab School",1615225,2400,4,2,2,
"Baghlan",914,"Dasht-e-Khasa Village, Gharo School, Khasa Bala Desert",1615224,3600,6,3,3,
"Baghlan",915,"Dahana Ghori Sang, Along the Sang Ghori Mountain infront of Main Street",1612196,1200,2,1,1,
"Baghlan",915,"Near Commander Baba Afzal House, Warchi Village, Center of Panjsheri District",1612192,1800,3,2,1,
"Baghlan",915,"Gudri Village, Gudri Large Mosque",1612200,1200,2,1,1,
"Baghlan",915,"Inside Warchi Village, Juma Khani Mosque, Warchi",1612198,1200,2,1,1,
"Baghlan",915,"Ghulam Mohammad Bai Village, Yaram Sufli",1612199,1200,2,1,1,
"Baghlan",915,"Boland Mosque, Along the Jelga River",1612195,1200,2,1,1,
"Baghlan",915,"Khowja howlya mosque",1612252,1200,2,1,1,
"Baghlan",915,"Zard Aspan Village",1612191,1200,2,1,1,
"Baghlan",915,"Yaram Valley, Beside Mawlawi Sayed Ahmad Mosque",1612193,1200,2,1,1,
"Baghlan",915,"Siah Reig Desert, Siah Reig",1612194,1800,3,2,1,
"Baghlan",915,"Ghori Sang Village near Godari Mosque Buland, Ghori Sang",1612190,1800,3,2,1,
"Baghlan",915,"Infront of Char Deh Village, Char Deh",1612197,1800,3,2,1,
"Bamyan",1001,"Munbar, Zekria",3201007,2400,4,2,2,
"Bamyan",1001,"Shaheedan School, Shahdan",3201013,2400,4,2,2,
"Bamyan",1001,"Mosque, Chap Dara",3201019,900,2,1,1,
"Bamyan",1001,"Saighan Central High School, Bamyan Center",3201001,7600,14,14,0,
"Bamyan",1001,"Mosque, Lala Khel",3201005,1150,2,1,1,
"Bamyan",1001,"Toup Ali School, Char Cheshma Qarghato",3201015,750,2,1,1,
"Bamyan",1001,"Mosque, Topchi",3201012,1050,2,1,1,
"Bamyan",1001,"Pirdad School, Pirdad Shebarto",3201016,1100,2,1,1,
"Bamyan",1001,"Girls School, Shinia",3201008,1300,3,0,3,
