"Province","District ID","Polling Center Name and Location","PC Code","Estimated Voters","Total PS","Male","Female","Kuchi"
"Faryab",2806,"Qeermah Mosque",2208207,1190,2,1,1,
"Faryab",2806,"Qorchi Secondary School, Qorchi",2208140,4760,8,4,4,
"Faryab",2806,"Naishar Primary School, Naishar",2208137,2420,4,2,2,
"Faryab",2806,"Taghlams School, Taghlams",2208142,2310,4,2,2,
"Faryab",2806,"Malf Tash Qala School",2208143,2360,4,2,2,
"Faryab",2807,"Takhara, Takhara",2207126,2360,4,2,2,
"Faryab",2807,"Qarya Sayed Jan, Mosque",2207206,2360,4,2,2,
"Faryab",2807,"Private House, Ghol Bayan",2207125,2390,4,2,2,
"Faryab",2807,"Dara Shakh School, Dara Shakh",2207129,2415,4,2,2,
"Faryab",2807,"Tagab Shan Religious School, Tagab Shan",2207133,3060,5,2,3,
"Faryab",2807,"Dang Qala, Dang Qala",2207128,2450,4,2,2,
"Faryab",2807,"Sar Chakan, Sar Chakan",2207130,2380,4,2,2,
"Faryab",2807,"Ghol Bayan Mosque, Ghol Bayan",2207123,2320,4,2,2,
"Faryab",2807,"Dara Zang Religious School, Dara Zang",2207127,2410,4,2,2,
"Faryab",2807,"Qazaq Frish Madressa",2207134,2320,4,2,2,
"Faryab",2807,"Jar Qala Religious School, Jar Qala",2207132,3520,6,3,3,
"Faryab",2807,"Private House, Deh Miran",2207124,3420,6,3,3,
"Faryab",2807,"Goki Religious School, Goki",2207131,2970,5,3,2,
"Faryab",2807,"Mullah Mohammad Ghulam Sakhi House, Dehendara",2207135,2410,4,2,2,
"Faryab",2808,"Tash Qala, Tash Qala",2209148,2380,4,2,2,
"Faryab",2808,"Islam Qala, Islam Qala",2209149,3650,6,3,3,
"Faryab",2808,"Kohe Sayad School, Kohe Sayad",2209153,3690,6,3,3,
"Faryab",2808,"Karwan Sang school",2209208,1740,3,2,1,
"Faryab",2808,"Qarghqool Mosque",2209157,1180,2,1,1,
"Faryab",2808,"Kohe Sayad, Kohe Sayad",2209156,3590,6,3,3,
"Faryab",2808,"Gul Zar, Gul Zar",2209147,2390,4,2,2,
"Faryab",2808,"Sardaba Astana Baba, Sardaba Astana Baba",2209151,2380,4,2,2,
"Faryab",2808,"Shamsuddin High School, Faiz Abad",2209155,4730,8,4,4,
"Faryab",2808,"Gul Qaduk, Gul Qaduk",2209145,2420,4,2,2,
"Faryab",2808,"Shah Yousuf, Shah Yousuf",2209154,1810,3,2,1,
"Faryab",2808,"Barik Zai, Barik Zai",2209144,3560,10,3,3,4
"Faryab",2808,"Tapa Qala, Tapa Qala",2209146,2330,4,2,2,
"Faryab",2808,"Baloch wa Tawakuli School, Baloch wa Tawakuli",2209152,3610,6,3,3,
"Faryab",2808,"Mahd, Mahd",2209150,3570,6,3,3,
"Faryab",2809,"Tahiri School, Shor Darya",2210161,1820,3,2,1,
"Faryab",2809,"Qozy Biqala Girls School",2210158,3250,6,3,3,
"Faryab",2809,"Takht Plordi Primary School, takht Plordi",2210166,2220,4,2,2,
"Faryab",2809,"Jooqha garden",2210168,1130,2,1,1,
"Faryab",2809,"Mullah Sakhy Mohammad's House",2210165,2340,4,2,2,
"Faryab",2809,"Quraish Primary School, Quraish",2210163,2410,4,2,2,
"Faryab",2809,"Girls Primary School,Topkhana",2210162,2980,5,3,2,
"Faryab",2809,"Shashpar",2210169,1170,4,1,1,2
"Faryab",2809,"Jar Qala School, Kokcha Qala",2210159,2190,4,2,2,
"Faryab",2809,"Charshaghano Primary School, Charshagano",2210164,2370,4,2,2,
"Faryab",2809,"Pata Baba, Pata Baba",2210167,2150,6,2,2,2
"Faryab",2809,"Sayed Younas Khan's Mosque Yard",2210160,1210,2,1,1,
"Faryab",2810,"Alti Bolak School, Alti Bolak",2211174,2380,4,2,2,
"Faryab",2810,"Yousuf Mirzai School, Yousuf Mirzai",2211173,2420,4,2,2,
"Faryab",2810,"Sarband Secondary School, Sarband",2211172,1190,2,1,1,
"Faryab",2810,"Qaramqol District Building, Qaramqol Center",2211171,3620,6,3,3,
"Faryab",2810,"Qaramqol Primary School, Qaramqol",2211170,2380,4,2,2,
"Faryab",2811,"Khanchar Bagh High School, Khanchar Bagh",2212176,2460,4,2,2,
"Faryab",2811,"Khanchar Bagh Primary School, Khanchar Bagh",2212175,2010,4,2,2,
"Faryab",2811,"Aaq Masjid, Kohna Qala",2212178,2180,4,2,2,
"Faryab",2811,"Arabshah Mosque, Arabshah Balaa",2212179,1210,2,1,1,
"Faryab",2811,"Arab Shah Payan school",2212180,1160,2,1,1,
"Faryab",2811,"Chakman School, Chakman",2212177,2270,4,2,2,
"Faryab",2811,"Ghazari Intermedite School",2203054,3540,6,3,3,
"Faryab",2811,"Private House, Sarai Qala",2203059,4660,8,4,4,
"Faryab",2811,"Badghisi School",2203062,2970,5,2,3,
"Faryab",2811,"Boyok Bocha Mosque, Chogani Loqman",2203057,1260,2,1,1,
"Faryab",2811,"Deh Naw School, Deh Naw",2203058,4720,8,4,4,
"Faryab",2811,"Sayed Noor Mohammad Agha Tomb, Khwaja Qeshri",2203055,2360,4,2,2,
"Faryab",2811,"Private House, Qaraa Shaikhi",2203060,2910,5,2,3,
"Faryab",2811,"Kata Qeshlaq Samlik, Kata Qeshlaq Samlik",2203061,1210,2,1,1,
"Faryab",2811,"Sayed Abed Tomb, Shabakhto",2203056,1210,2,1,1,
"Faryab",2812,"Imam Bukhari Religious Mosque, Qarghan",2213183,3540,6,3,3,
"Faryab",2812,"Yoldoz High School, Qurghan",2213181,6380,10,5,5,
"Faryab",2812,"Rahmatullah school",2213189,2320,4,2,2,
"Faryab",2812,"Abu Muslim High School, Qarghan",2213182,6450,10,5,5,
"Faryab",2812,"Dawlat Gildi Primary School, Qarghan",2213186,2310,4,2,2,
"Faryab",2812,"Almurad Bai Mosque, Qarghan",2213184,2360,4,2,2,
"Faryab",2812,"Kulal Khana Girls Secondary School, Kulal Khana",2213188,2390,4,2,2,
"Faryab",2812,"Qazi Baba Murad Secondary School, Qarghan",2213185,2480,4,2,2,
"Faryab",2812,"Twachi Secondary School, Twachi",2213187,2340,4,2,2,
"Faryab",2814,"Qarghan High School, Qarghan",2214190,4850,8,4,4,
"Faryab",2814,"Namaz Gahi Kamangar Secondary School, Namaz Gahi Kamangar",2214194,1740,3,1,2,
"Faryab",2814,"Haji Halem, Kohna Qarghan",2214193,2320,4,2,2,
"Faryab",2814,"Yaka Toot Mosque, Yaka Toot",2214191,1170,2,1,1,
"Faryab",2814,"Bagh e Bostan High school",2214198,3220,6,3,3,
"Faryab",2814,"Aaq Mosque",2214197,2480,4,2,2,
"Faryab",2814,"Haji Laar Mosque, Haji Laar",2214196,1820,3,2,1,
"Faryab",2814,"Khalifa Abdullah Mosque, Andkhoy",2214192,1215,2,1,1,
"Faryab",2814,"Amir Abad Secondary School, Amir Abad",2214195,4630,8,4,4,
"Helmand",2901,"School, Basharan",2701025,1800,3,2,1,
"Helmand",2901,"Hindus' School, Karte Lagan",2701011,6000,10,7,3,
"Helmand",2901,"School, Tor Tank",2701013,4800,8,8,,
"Helmand",2901,"Girls High School, Lashkargah",2701003,4200,7,0,7,
"Helmand",2901,"Sayed Nabi House (Kochi Center), Qala-e-Bost",2701021,6000,10,0,0,10
"Helmand",2901,"Ibrahim Khan House, Baji",2701028,1800,3,2,1,
"Helmand",2901,"Zodh School, Baji",2701027,2400,4,3,1,
"Helmand",2901,"School, Bolan",2701024,1800,3,2,1,
"Helmand",2901,"School, Qala-e-Bost",2701019,2400,4,0,4,
"Helmand",2901,"Primary School, Lashkar Bazar Sharqi",2701007,5400,9,9,,
"Helmand",2901,"Nomarat C 1",2701012,4200,7,7,,
"Helmand",2901,"Haji Abdullah Mosque, Refugees Camp",2701031,3600,8,5,3,
"Helmand",2901,"Boys Secondary School, Lashkargah",2701004,5200,9,9,0,
"Helmand",2901,"High School, Karte Lagan",2701009,3600,6,6,,
"Helmand",2901,"Kor Ghojat School, Babaji",2701029,2400,4,3,1,
"Helmand",2901,"High School, Karte Lagan",2701010,3600,6,6,,
"Helmand",2901,"Haji Tawoos Mosque, Sarkar",2701001,2400,4,3,1,
"Helmand",2901,"Sayedan School, Baji",2701026,2400,4,3,1,
"Helmand",2901,"Boys High School, Lashkargah",2701005,6000,10,10,0,
"Helmand",2901,"Bahawuddin House (Kochi Center), Khushk Aaba",2701032,2400,4,0,0,4
"Helmand",2901,"School, Tor Tank",2701014,2400,4,0,4,
"Helmand",2901,"Khan Mohammad Mosque, Refugees Camp",2701030,4200,7,5,2,
"Helmand",2901,"Mirajan House, Karez",2701018,2400,4,0,4,
"Helmand",2901,"Malalai high school",2701008,2400,4,0,4,
"Helmand",2901,"Cinema, Lashkargah",2701002,3600,6,6,0,
"Helmand",2901,"School, Kulah Kuhna",2701015,3600,7,5,2,
"Helmand",2901,"Mosque (Kochi Center), Panjab",2701033,2400,4,0,0,4
"Helmand",2901,"Farm Building, Bolan",2701022,2400,4,3,1,
"Helmand",2901,"Hashim Khan Mosque, Lashkar Bazar Shamali",2701006,1800,3,2,1,
"Helmand",2901,"Mohammad Ibrahim House, Qala-e-Bost",2701020,2400,4,3,1,
"Helmand",2902,"Abu Alfath Basti High School, Greshk",2702035,6000,10,7,3,
"Helmand",2902,"Malik Guest House, Tarma & Khumari",2702060,1800,3,2,1,
"Helmand",2902,"Hydarabad School, Hydarabad",2702053,3600,6,5,1,
"Helmand",2902,"Storages, Greshk",2702038,3000,5,4,1,
"Helmand",2902,"Raouf Khan Shila Mosque, Greshk",2702041,4800,8,7,1,
"Helmand",2902,"Allah-ud-Din House, Nahr-e-Saraj",2702049,2400,4,3,1,
"Helmand",2902,"Mirza Khan Building, Deh Adam Khan",2702052,3000,5,5,0,
"Helmand",2902,"Wazir Fateh Khan School, Malgir",2702034,3600,6,4,2,
"Helmand",2902,"Abdul Rashid Mosque, Kamparak",2702044,3600,7,3,3,1
"Helmand",2902,"Hospital, Greshk",2702040,2400,4,0,4,
"Helmand",2902,"Girls High School, Greshk",2702039,4800,8,0,8,
"Helmand",2902,"Tor Khan House, Nahr-e-Saraj",2702046,3000,5,3,2,
"Helmand",2902,"School, Shorki",2702042,2400,4,4,0,
"Helmand",2902,"Yakhchal School, Yakhchal",2702051,3600,7,5,1,1
"Helmand",2902,"Koko Building, Nahr-e-Saraj",2702048,3000,5,3,2,
"Helmand",2902,"School, Qala-e-Gaz",2702045,2400,4,4,0,
"Helmand",2902,"Aabbazan School, Greshk",2702036,3000,5,3,2,
"Helmand",2902,"Haji Ali Mohammad House, Pasaw",2702058,1800,4,3,0,1
"Helmand",2902,"School, Mir Mandab",2702050,3600,6,4,2,
"Helmand",2902,"School, Zambali",2702059,3000,5,3,2,
"Helmand",2902,"Mustafa Building, Sarband",2702054,2400,4,3,1,
"Helmand",2902,"Haji Salim House, Sarband",2702055,3000,5,4,1,
"Helmand",2902,"Ahmad Shah Building, Nahr-e-Saraj",2702047,3000,5,3,2,
"Helmand",2902,"School, Char Kocha",2702043,2400,4,3,1,
"Helmand",2902,"School, Bawazi",2702057,2400,4,3,1,
"Helmand",2902,"Aabbazan School, Greshk",2702037,2400,4,4,0,
"Helmand",2902,"Norzai Lal Mohammad House, Dagyan",2702056,2400,4,3,1,
"Helmand",2903,"School, District Center",2707157,2400,4,4,0,
"Helmand",2903,"Mosque, Khesht-e-Pukhta",2707152,2400,4,3,1,
"Helmand",2903,"School, Wocha Naicha",2707140,1800,3,0,3,
"Helmand",2903,"Behind Bazar Dokan, District Center",2707149,2400,4,4,0,
"Helmand",2903,"Chehltan Mosque, Wocha Naicha",2707141,1800,3,3,0,
"Helmand",2903,"School, Kajaki Sufla",2707147,2400,4,3,1,
"Helmand",2903,"Mohammad Wali House, Karez",2707148,3600,6,6,0,
"Helmand",2903,"Mullah Salam Mosque, Shah Karez",2707154,2400,4,3,1,
"Helmand",2903,"Abdul Ghani Mosque, Wala Khor",2707146,1800,3,3,0,
"Helmand",2903,"Khanjukak School, Abdar",2707138,2400,4,3,1,
"Helmand",2903,"Dewalak Mosque, Safed Hesar",2707144,1800,3,3,0,
"Helmand",2903,"Sochi School, Old City",2707150,2400,4,4,0,
"Helmand",2903,"Mosque, Kajaki Wasat",2707158,2400,4,3,1,
"Helmand",2903,"Sharai Mosque, Sharai Aw Khambolaq",2707142,1800,3,3,,
"Helmand",2903,"Abdul Jabbar House, Bashlanak",2707145,2400,4,4,0,
"Helmand",2903,"Dawar School, Tajoi",2707155,3600,6,5,1,
"Helmand",2903,"Balajoi Ibrahim House, Azan",2707151,1800,3,3,0,
"Helmand",2903,"Mosque, Roshan Abad",2707153,2400,4,3,1,
"Helmand",2903,"School, Deh Baya",2707156,2400,4,4,0,
"Helmand",2903,"Gandomrez School, Konjak",2707143,2400,4,4,0,
"Helmand",2903,"School, Loya Naicha",2707139,2400,4,3,1,
"Helmand",2904,"Mosque, Mazrabad",2709179,2400,4,4,0,0
"Helmand",2904,"Mohammad Rasul Khan Mosque, Kobar",2709182,3000,4,4,0,
"Helmand",2904,"Musah Qala High School, Musah Qala",2709186,6000,10,10,0,
"Helmand",2904,"Noor Mohammad House, Shir Ghazi",2709184,3600,6,6,0,
"Helmand",2904,"Khan Mohammad Mosque, Kanni Manda",2709185,3000,5,5,0,
"Helmand",2904,"School, Shahrak",2709188,2400,4,4,0,
"Helmand",2904,"Lal Jan Market, District Center",2709189,5400,9,9,0,
"Helmand",2904,"School, Kats",2709181,3000,5,5,0,
"Helmand",2904,"Akhtar Jan Market, District Center",2709180,6000,10,8,2,
"Helmand",2904,"Khwaja Daad - Pir Mohammad Mosque, Khwaja Daad",2709183,3600,6,6,0,
"Helmand",2904,"Religious School, Yatamchi",2709178,3000,5,5,0,
"Helmand",2904,"Chek Aap School, Chek Aab",2709187,2400,4,4,0,
"Helmand",2905,"Religious School, Khod",2708176,2400,4,3,1,
"Helmand",2905,"Bazar Shops, Pai Sang",2708161,2400,4,4,0,
"Helmand",2905,"Mosque, Gori",2708160,3000,5,5,0,
"Helmand",2905,"Laiolayan Mosque, Baghani",2708169,2400,4,4,0,
"Helmand",2905,"Shop, Miakan",2708162,2400,4,3,1,
"Helmand",2905,"Religious School, Kondalan",2708173,1800,3,3,0,
"Helmand",2905,"Religious School, Gharyan",2708177,2400,4,3,1,
"Helmand",2905,"Shop, Dahana Warkhan",2708163,2400,4,4,0,
"Helmand",2905,"Bazar Shop, Nawmesh",2708159,3000,5,5,0,
"Helmand",2905,"Building, Sarbaz",2708171,2400,4,3,1,
"Helmand",2905,"Market (Kochi Center), Pai Sang",2708175,2400,4,0,0,4
"Helmand",2905,"Shop, Sokhta Bazar",2708164,2400,4,4,0,
"Helmand",2905,"Building Bazar, Nawmesh",2708174,3000,5,0,5,
"Helmand",2905,"Religious School (Kochi Center), Khod",2708165,2400,4,0,0,4
"Helmand",2905,"Mosque, Sarwar Khan",2708166,1800,3,2,1,
"Helmand",2905,"Building, Khanjak Mazar",2708170,3600,6,5,1,
"Helmand",2905,"Shops, Kardi Bagharan",2708172,2400,4,3,1,
"Helmand",2905,"Religious School, Rashti",2708168,3000,5,4,1,
"Helmand",2905,"Bazar Shop, Warkak",2708167,2400,4,4,0,
"Helmand",2906,"School, Barnawzad",2710194,2400,4,4,0,
"Helmand",2906,"Mohammad Hassan House, Maslehat",2710195,2400,5,4,1,
"Helmand",2906,"School, District Center",2710204,6000,10,9,1,
"Helmand",2906,"Mohammad Qasem House, Qaraghai",2710197,2400,4,4,0,
"Helmand",2906,"Mosque, Dahana",2710192,3400,6,5,1,
"Helmand",2906,"School, Kalisa",2710203,2400,4,4,0,
"Helmand",2906,"Asshad Sori High School, District Center",2710196,2400,4,3,1,
"Helmand",2906,"House, Qasem Abad",2710199,2400,4,4,0,
"Helmand",2906,"Mosque, Karz",2710201,2400,4,3,1,
"Helmand",2906,"Abdul Ahad House, Anzar Shali",2710200,2400,4,3,1,
"Helmand",2906,"School, District Center",2710198,3600,6,5,1,
"Helmand",2906,"Mosque (Koch Center), Khawi",2710191,2400,4,0,0,4
"Helmand",2906,"Mosque, Tezani",2710202,2400,4,3,1,
"Helmand",2906,"Mosque (Kochi Center), Paresham",2710190,2400,4,0,0,4
"Helmand",2906,"Mosque, Sera Kulah",2710193,2400,4,4,0,
"Helmand",2907,"Building, District Center",2711211,1800,4,3,1,
"Helmand",2907,"House (Kochi Center), Nakon Bara",2711209,2400,4,0,0,4
"Helmand",2907,"Malik House, Folad",2711205,2000,3,3,0,
"Helmand",2907,"School, Shamrzai",2711207,2400,4,3,1,
"Helmand",2907,"House (Kochi Center), Nakon Bara",2711210,3600,6,0,0,6
"Helmand",2907,"Mosque, Aurband",2711206,2400,4,4,0,
"Helmand",2907,"House, Nakon Bara",2711208,2000,3,3,0,
"Helmand",2908,"Clinic, District Center",2703066,3000,5,4,1,
"Helmand",2908,"Noor Mohammad Village School, Noor Mohammad Village",2703081,2400,4,3,1,
"Helmand",2908,"School, District Center",2703069,3000,5,4,1,
"Helmand",2908,"Primary School, Dahana 31, Gharbi",2703062,3000,5,5,0,
"Helmand",2908,"High School, Chah-e-Anjeer",2703071,3000,5,4,1,
"Helmand",2908,"Building, Block - 4 Fe",2703086,3000,5,5,0,
"Helmand",2908,"Chah Mirza - Mosque, Chah Mirza",2703084,3000,5,5,0,
"Helmand",2908,"Building (Kochi Center), Shin Ghazak",2703088,1800,3,0,0,3
"Helmand",2908,"Central High School, District Center",2703067,4200,9,6,1,2
"Helmand",2908,"Faizullah House (Kochi Center), Trikh Zaabar",2703087,3000,5,0,0,5
"Helmand",2908,"Mirab House, Block 11 Big",2703076,2400,4,4,0,
"Helmand",2908,"Malik House, Sistani",2703075,4200,9,6,1,2
"Helmand",2908,"Amar Boland Marja Private House, Marja Amir Boland",2703082,3000,5,5,0,
"Helmand",2908,"Marji High School, Block 25",2703072,4800,8,8,0,
"Helmand",2908,"School, Marja Block 10-D",2703073,3000,5,5,0,
"Helmand",2908,"School, Loy Bagh",2703070,3000,5,3,2,
"Helmand",2908,"Mosque, Marja Block Alef - 1",2703077,3000,5,4,1,
"Helmand",2908,"School, Saedabad",2703079,3000,6,4,2,
"Helmand",2908,"School, Shin Village",2703080,3000,5,3,2,
"Helmand",2908,"Marja Small Block - 11 School, Marja Small Block - 11",2703083,3000,5,5,0,
"Helmand",2908,"Primary School, Loi Manda",2703068,3000,5,5,0,
"Helmand",2908,"Wakil Mohammad Ekhlas House, Marja",2703064,3000,5,5,0,
"Helmand",2908,"School, Naqel Abad",2703065,3000,5,5,0,
"Helmand",2908,"School, Marja Block - 9",2703074,3000,5,3,2,
"Helmand",2908,"School, Zarghon Village",2703078,4200,9,6,1,2
"Helmand",2908,"Karez Sadi School, Karez Sadi",2703063,3000,5,5,0,
"Helmand",2908,"Primary School, Dahana 31 Sharqi",2703061,3000,5,5,0,
"Helmand",2908,"Mir Hamza House, Trikh Zaabar",2703085,3000,5,5,0,
"Helmand",2909,"High School, Khelj",2704093,3000,5,5,0,
"Helmand",2909,"Neik Mohammad House, Hazar Asp",2704099,2400,4,2,2,
"Helmand",2909,"School, Hazar Asp",2704098,3000,5,3,2,
"Helmand",2909,"School, Gorgin Ulya",2704108,2400,4,2,2,
"Helmand",2909,"School, Surkhdoz",2704091,2400,4,3,1,
"Helmand",2909,"School, Loy Kali",2704101,1800,3,3,0,
"Helmand",2909,"School, Khusorabad",2704106,2400,4,3,1,
"Helmand",2909,"Wakil Manan House (Kochi Center), Sra Kulah",2704096,2400,4,0,0,4
"Helmand",2909,"Abdul Hakim Mosque, Khelj",2704095,2400,4,4,0,
"Helmand",2909,"School, Mangal Zai",2704092,3000,5,5,0,
"Helmand",2909,"Ahmad Shah Village Mosque, Ainak",2704089,2400,4,4,0,
"Helmand",2909,"School, Gorgin Sufla",2704107,2400,4,3,1,
"Helmand",2909,"Nabi Khan Mosque, Khelj",2704094,2400,5,3,1,1
"Helmand",2909,"Clinic, Basulaan",2704104,3000,5,4,0,1
"Helmand",2909,"Assadullah Mosque, Hazar Asp",2704097,3000,5,2,3,
"Helmand",2909,"Mosque, Khusorabad Gharbi",2704105,3000,5,4,1,
"Helmand",2909,"School, Dopala",2704102,2400,4,4,0,
"Helmand",2909,"Ghulam Ali House, Trikh Zaabar",2704090,2400,4,3,1,
"Helmand",2909,"Clinic, Block - 1",2704100,3600,6,4,2,
"Helmand",2909,"Clinic, Kharaba",2704103,3600,6,4,0,2
"Helmand",2910,"Mosque, District Center",2713222,2400,4,2,1,1
"Helmand",2910,"Hotel, Baramcha",2713219,5400,9,6,3,
"Helmand",2910,"Building, Haji Bilal Bawadhi",2713221,1800,3,3,0,
"Helmand",2910,"Tanna, Robat",2713220,2400,4,4,0,
"Helmand",2911,"Barjawi School, Hasan Abad",2705121,2400,4,4,0,
"Helmand",2911,"Mustafa Mosque, Birtaka",2705112,2400,4,3,1,
"Helmand",2911,"Building (Kochi Center), Bibi Jana",2705123,3600,6,0,0,6
"Helmand",2911,"School, Lakai",2705116,1800,3,2,0,1
"Helmand",2911,"School, District Center",2705126,2400,4,3,1,
"Helmand",2911,"School (Kochi Center), District Center",2705125,4200,7,0,0,7
"Helmand",2911,"School, Deh Zekria",2705113,2400,5,4,0,1
"Helmand",2911,"School, Kathori",2705110,1800,3,2,1,
"Helmand",2911,"Haji Ali Ahmad House, Banader",2705120,2400,4,3,1,
"Helmand",2911,"School, Lakri",2705118,2400,4,4,0,
"Helmand",2911,"School, Mian Bashta",2705117,2400,4,4,0,
"Helmand",2911,"School, Hazar Juft",2705119,4200,7,5,2,
"Helmand",2911,"Building (Kochi Center), Abas Abad",2705124,3000,5,0,0,5
"Helmand",2911,"School, Banader Sufla",2705109,2400,4,4,0,
"Helmand",2911,"School, Hazar Juft",2705111,3600,6,6,0,
"Helmand",2911,"School, Kodali",2705115,2000,4,4,0,
"Helmand",2911,"School, Loy Darweshan",2705114,2400,5,3,1,1
"Helmand",2911,"School, Safaar",2705122,2400,4,3,1,
"Helmand",2912,"Shir Ali Mosque, Nasozai Sufli",2706133,2400,4,3,1,
"Helmand",2912,"School, Bostanzai",2706132,3600,6,6,0,
"Helmand",2912,"Hospital, Center",2706129,3600,6,0,6,
"Helmand",2912,"Schoo, Gharki",2706136,2400,4,4,0,
"Helmand",2912,"School, Katozai",2706128,3000,5,5,0,
"Helmand",2912,"School, Nasozi Ulya",2706127,3600,6,6,0,
"Helmand",2912,"School, Nasozai",2706134,3000,5,5,0,
"Helmand",2912,"Building, Malmond",2706137,2400,4,4,0,
"Helmand",2912,"School, Hashim Sarbani",2706135,4800,8,7,1,
"Helmand",2912,"Big Mosque, Center",2706130,3600,6,6,0,
"Helmand",2912,"Agha Noor Khan Mosque, Bostanzai",2706131,3600,6,4,2,
"Helmand",2913,"Shahbaz House (Kochi Center), Tahaz",2712218,2400,4,0,0,4
"Helmand",2913,"Mosque, Malakhan",2712213,2400,4,4,0,
"Helmand",2913,"District Office, District Center",2712217,2000,4,3,1,
"Helmand",2913,"Karam Khan Mosque (Kochi Center), Khanshin",2712214,2400,4,0,0,4
"Helmand",2913,"Alim Khan House, Khanshin",2712215,2400,4,3,1,
"Helmand",2913,"School, District Center",2712216,2400,4,3,1,
"Helmand",2913,"Dost Mohammad Mosque, Khwaja Ali",2712212,2400,4,4,0,
"Kandahar",3001,"Zaher Shahi school, PD6",2801039,6000,10,10,0,
"Kandahar",3001,"Ahmad Shah Baba High school, PD 6",2801031,6000,10,10,0,
"Kandahar",3001,"Zakir School, Zakir shareef",2801064,6000,10,8,2,
"Kandahar",3001,"Aino High School, District 1",2801050,3600,6,0,6,
"Kandahar",3001,"Teacher Training school, PD 5",2801018,4800,8,8,0,
"Kandahar",3001,"Shaheed Abdul Lateef school, PD 5",2801048,4800,8,8,0,
"Kandahar",3001,"Mashreqi High school, PD 3",2801045,6000,10,10,0,
"Kandahar",3001,"Sayed Jamaluddin school, PD 6",2801023,4200,7,7,0,
"Kandahar",3001,"Sayed Jamaluddin school, PD 6",2801024,4200,7,7,0,
"Kandahar",3001,"School, Kacha Aabad",2801016,6000,10,5,5,
"Kandahar",3001,"Ahmad Shah Baba High school, PD 6",2801030,6000,10,10,0,
"Kandahar",3001,"Mir Bazar School, District 6",2801005,5400,9,6,3,
"Kandahar",3001,"Meerwais Meena Girls' school, PD 6",2801055,6000,10,0,10,
"Kandahar",3001,"PD 3 HQ",2801032,4800,8,8,0,
"Kandahar",3001,"Shaheed Azeemullah school, PD 5",2801042,6000,10,10,0,
"Kandahar",3001,"Malalai high school,  PD 5",2801008,4800,8,0,8,
"Kandahar",3001,"Haji Baba guesthouse, Rohaabad",2801004,6000,10,5,5,
"Kandahar",3001,"School, Saalookarez",2801017,6000,10,5,5,
"Kandahar",3001,"Mirwais Neeka school, PD 5",2801041,6000,10,10,0,
"Kandahar",3001,"Mahmood Tarzi High school, PD 5",2801003,4800,8,8,0,
"Kandahar",3001,"Planning Dept, PD 6",2801033,6000,11,11,0,
"Kandahar",3001,"Teacher Training school, PD 5",2801019,4800,8,8,0,
"Kandahar",3001,"School, Rawani",2801011,6000,10,5,5,
"Kandahar",3001,"Aqwam and Qabayel secondary school, PD 5",2801006,5652,10,10,0,
"Kandahar",3001,"School, Cheelani",2801051,4800,8,4,4,
"Kandahar",3001,"Dooraahi, PD 5",2801054,4800,12,4,4,4
"Kandahar",3001,"Mahmood Tarzi High school, PD 5",2801002,4800,8,8,0,
"Kandahar",3001,"Zainab High school, PD 2",2801026,6000,10,0,10,
"Kandahar",3001,"Zaher Shahi school, PD 6",2801038,6000,10,0,10,
"Kandahar",3001,"Shaheed Abdulhad khan Karzi school, Karte malemeen",2801058,6000,10,0,10,
"Kandahar",3001,"Aino Secondary school, PD 6",2801010,6000,10,0,10,
"Kandahar",3001,"Mahmadia madrasah, Beside the large stream",2801014,4800,8,8,0,
"Kandahar",3001,"Shaheed Azeemullah school, PD 5",2801043,6000,10,10,0,
"Kandahar",3001,"Sayed Abad secondary school, Ghani Aaka qalacha",2801060,3000,5,4,1,
"Kandahar",3001,"Imam Barah, PD 1",2801053,9000,15,8,7,
"Kandahar",3001,"Sofi Sahib Boys school, PD 6",2801035,6000,10,10,0,
"Kandahar",3001,"Mia Abdul Hakeem Sahib School, Zor shahr ",2801059,3600,6,3,3,
"Kandahar",3001,"Former custom's house, Baroo darwazah",2801057,3600,6,6,0,
"Kandahar",3001,"Ahmad Shah Baba Tomb, PD 1",2801012,6000,10,10,0,
"Kandahar",3001,"Malalai high school,  PD 5",2801007,4800,8,0,8,
"Kandahar",3001,"Mirwais Neeka school, PD 5",2801040,6000,10,10,0,
"Kandahar",3001,"Arabo qala clinic Beside the stream",2801062,6000,10,7,3,
"Kandahar",3001,"Teacher Training school, PD 5",2801020,6000,10,0,10,
"Kandahar",3001,"Saaloo khan Chaman, Dand alaqa",2801052,3600,9,3,3,3
"Kandahar",3001,"Zarghona Ana school, PD 6",2801009,6000,10,0,10,
"Kandahar",3001,"New Mirwais Mina School, District 6",2801022,6000,10,10,0,
"Kandahar",3001,"Temor shahi school, PD 4",2801028,6000,10,10,0,
"Kandahar",3001,"School, Baladi",2801021,6000,10,5,5,
"Kandahar",3001,"Red crescent Dept , PD 4",2801029,4200,7,0,7,
"Kandahar",3001,"Temor shahi school, PD 4",2801027,6000,10,10,0,
"Kandahar",3001,"Alko meena Girls' school in Mirza Mohammad Khan Qala",2801037,4800,8,0,8,
"Kandahar",3001,"Sardar madad school, PD 2",2801025,6000,10,0,10,
"Kandahar",3001,"Haji Pachah Sherzee Guesthouse, PD 3",2801047,4800,8,0,8,
"Kandahar",3001,"Abdul Hadi Daawi school, Mahalajaat",2801063,6000,10,8,2,
"Kandahar",3001,"Sheen Ghazi Saheb, PD 3",2801056,4800,12,4,4,4
