id,name,ballotNumber,gender,party,incumbent
6-1129-206,Pohanmal Dr. Masood Safi,135,M,Ind,
6-1130-190,Shakerullah Ezaam,118,M,Ind,
6-1134-141,Ezatullah Patan Alokozai,24,M,Ind,
6-1141-1,Mohammad Edris Gheljai,70,M,Ind,
6-1149-117,Rayes Khan Amarkhel,4,M,Ind,
6-1150-175,Najia Munira Akhondzadah,113,F,Ind,
6-1154-218,Ayoub Khan,35,M,Political Party,
6-1157-37,Mohammad Sadeq Jabarkhel,46,M,Ind,
6-1158-133,Dr. Esmatullah Shinwari,96,M,Ind,
6-1161-10,Mohebullah,137,M,Ind,
6-1162-168,Mohammad Nayem Nayelzai,39,M,Political Party,
6-1169-87,Eng. Mohammad Dawood Shinwari,40,M,Ind,
6-1173-38,Abdul Rahman Shams,58,M,Political Party,
6-1174-208,Mohammad Ayoub Zaher,122,M,Ind,
6-1177-97,Mohammad Nayem Kashaaf,99,M,Ind,
6-1178-147,Qari Abdul Momen Sadat,131,M,Ind,
6-1185-6,Nabiullah Baaz,69,M,Political Party,
6-1186-130,Alhaj Lal Agha Kakar,110,M,Ind,
6-1189-200,Haji Jahanzeb Khan Momand,80,M,Ind,
6-1193-68,Haji Janat Gull Akhondzadah,98,M,Ind,
6-1194-194,Mohammad Zafar Mubarez,37,M,Ind,
6-1197-238,Enayatullah Silab,136,M,Ind,
6-1198-118,Sayed Ekraam,52,M,Ind,
6-1201-89,Abdul Naser Momand,55,M,Ind,
6-1205-95,Hamidullah Afghan,29,M,Ind,
6-1206-176,Maiwand Hemat Shinwari,79,M,Ind,
6-1221-213,Altaf Hussainkhel,61,M,Ind,
6-1222-205,Mohammad Nayem Bazmal,43,M,Ind,
6-1225-82,Jawid Omari,89,M,Ind,
6-1230-114,Ejazulhaq Mujahid,68,M,Political Party,
6-1233-84,Eng. Rahmanullah Hamzah,22,M,Ind,
6-1234-79,Haji Sahar Gull Hazarboz,53,M,Ind,
6-1237-129,Zabiullah Baba,120,M,Ind,
6-1241-50,Amirjaan Dawlatzai,62,M,Ind,
6-1242-144,Malek Sefatullah Saber,109,M,Ind,
6-1245-186,Dr. Shakerullah Mashkor,126,M,Ind,
6-1249-94,Subhanullah Fahimi,101,M,Political Party,
6-1254-135,Dr. Mohammad Shoaib Yousufzai,51,M,Ind,
6-1261-172,Neyaz Wali Muslim,20,M,Ind,
6-1262-195,Mohammad Nader Memaar,129,M,Political Party,
6-1265-145,Amir Mohammad Yar,73,M,Ind,
6-1273-140,Sayed Jamal Pacha,106,M,Ind,
6-1274-12,Abdul Karim Karimi,2,M,Ind,
6-1281-193,Shafiqa Shirzai Siar,30,F,Political Party,
6-1282-167,Abdul Ahad Halim,128,M,Ind,
6-1285-120,Haji Mohammad Salim Shinwari,23,M,Ind,
6-1286-182,Dr. Sediqullah Reshtin,10,M,Ind,
6-1289-128,Haji Mohammad Aman Khairi,54,M,Ind,
6-1290-67,Sayed Hedayatullah Meyakhel,90,M,Ind,
6-1297-32,Mirwais Yasini,71,M,Ind,
6-1298-132,Zabiullah Zemarai,77,M,Ind,
6-1305-78,Bibi Haji Lailuma Wali Hukmi,41,F,Ind,
6-1306-73,Amir Mohammad Dara-e-Noori,132,M,Ind,
6-1309-119,Dr. Lal Mohammad Durani,74,M,Ind,
6-1310-391,Haji Rohullah Wakil,75,M,Ind,
6-1313-55,Shamshad Khan Omar Shinwari,15,M,Ind,
6-1314-93,Mohammad Salim Nazir,127,M,Ind,
6-1317-164,Assadullah Kamawi Amarkhel,124,M,Ind,
6-1325-13,Aref Rahman Hadawal,112,M,Ind,
6-1326-85,Alhaj Dr. Sanaulhaq,108,M,Ind,
6-1330-69,Saaima Khogyani,32,F,Ind,
6-1333-180,Malalai Mashal,12,F,Ind,
6-1334-165,Obaidullah Qane,111,M,Ind,
6-1337-92,Sekandar Hayat,45,M,Ind,
6-1338-70,Abdul Malook Sapai,3,M,Ind,
6-1341-211,Eng. Arefullah Azimi,133,M,Ind,
6-1385-202,Lajmir Sahraaye,116,M,Ind,
6-1397-45,Sayed Ghullam Farooq Meranai,25,M,Ind,
6-1398-72,Haji Shir Ahmad Shinwari,49,M,Ind,
6-1401-31,Malek Qais Noor Agha Malekzai,92,M,Ind,
6-1402-179,Mawlawi Abdul Aziz Khairkhwah,1,M,Ind,
6-1417-217,Nilofar Azizi Hotak,117,F,Ind,
6-1418-184,Gullalai Naseri,83,F,Ind,
6-1426-207,Khan Akbar Haqmal,64,M,Ind,
6-1429-62,Mir Aatef Stor,60,M,Ind,
6-1433-173,Dewa Neyazai,38,F,Ind,
6-1434-197,Haji Delawar Jarnailzadah,105,M,Ind,
6-1437-5,Alhaj Abdul Zaher Qadir,47,M,Ind,
6-1441-9,Feraidon Khan Momand,7,M,Ind,
6-1461-36,Hedayatullah Shinwari,121,M,Ind,
6-1469-185,Mohammad Taher Shirzad,28,M,Ind,
6-1477-191,Naqibullah Maiwand Jahani,76,M,Ind,
6-1489-121,Haji Tella Mohammad Neyazai,19,M,Ind,
6-1505-98,Moheb Rahman Momand,42,M,Ind,
6-1509-125,Mohammad Asef Shirzad,119,M,Ind,
6-1521-166,Allah Noor Selab,9,M,Ind,
6-1533-169,Dr. Wakman Rafi,100,M,Ind,
6-1537-18,Rana Gull Shinwari,21,M,Ind,
6-1541-4,Haji Gull Murad Arab,115,M,Ind,
6-1545-2,Dr. Fahima Hussain Hukmi,48,F,Ind,
6-1553-15,Dr. Mohammad Asef Sharafzai,86,M,Ind,
6-1561-158,Youresh Isshaqzai,93,F,Ind,
6-1569-155,Basharmal Afghanwror,125,M,Ind,
6-1577-53,Eng. Khan Mohammad Dost,11,M,Ind,
6-1581-111,Alhaj Merajuddin Meraj,107,M,Ind,
6-1585-56,Jamila Isshaqzai,134,F,Ind,
6-1593-83,Abdul Rauf Shpon,36,M,Ind,
6-1597-214,Mohammad Essa Omar,65,M,Ind,
6-1601-30,Eng. Hamidullah Qalandarzai,85,M,Ind,
6-1605-110,Mohammad Younus Baargami,8,M,Ind,
6-1609-7,Arian Youn,72,F,Ind,
6-1613-162,Toorpekai Rasooli,13,F,Ind,
6-1629-131,Najilla Alokozai,88,F,Ind,
6-1637-235,Anisa Umrani,84,F,Ind,
6-1669-181,Mohammad Nazir Hakimi,26,M,Political Party,
6-1681-209,Rahim Gull Wasimi,123,M,Ind,
6-1685-215,Sayed Ahmadullah Pacha,34,M,Ind,
6-1689-196,Awaldaad Mohmand,91,M,Ind,
6-1697-90,Ezatullah Halimi,95,M,Ind,
6-603-1126-112,Mohammad Anwar Akram,17,M,Ind,
7-1001-5,Alhaj Mohammad Ayoub,30,M,Ind,
7-1009-57,Waheda Safi,25,F,Ind,
7-1141-26,Haji Ghullam Nabi Hotak,6,M,Ind,
7-1142-11,Haji Shir Shah Stor,11,M,Ind,
7-1149-4,Shir Ali Dard Sahak,12,M,Ind,
7-1150-65,Gull Marai Laghmani,21,F,Ind,
7-1174-64,Mohammad Rafi Mamozai,10,M,Ind,
7-1186-17,Gen. Naqibullah Mohabat,8,M,Ind,
7-1194-63,Haji Sana Gull,24,M,Political Party,
7-1198-30,Abdul Hakim Naseri,27,M,Ind,
7-1225-51,Mohammad Walid Khpelwak,9,M,Ind,
7-1226-40,Saleh Mohammad Mohammadi,33,M,Ind,
7-1229-19,Ghullam Yahya Ibrahimi,7,M,Ind,
7-1233-7,Mohammad Anwar Sadaqat,16,M,Ind,
7-1250-24,Merajuddin Majidzoi,2,M,Ind,
7-1254-18,Dr. Hafizullah Malang,15,M,Political Party,
7-1265-8,Shirzad Safi,22,M,Ind,
7-1266-60,Ghairat Rustamkhel,20,M,Ind,
7-1273-27,Ghawarjaan,28,M,Ind,
7-1282-52,Assadullah Noori,29,M,Political Party,
7-1297-6,Gen. Abdul Munir Tarakhel,23,M,Ind,
7-1298-16,Dr. Abdul Rasool Wafa,14,M,Ind,
7-1305-2,Alhaj Zifnon safi,1,F,Ind,
7-1313-57,Abdul Hadi Wahedi,31,M,Ind,
7-1337-25,Breshna Safi,3,F,Ind,
7-1437-16,Mawlawi Abdul Qahar Haqani,5,M,Ind,
7-1441-13,Eng. Mohammad Aalem Qarar,19,M,Ind,
7-1505-10,Shamsullah Abdulrahimzai,4,M,Ind,
7-1533-3,Haji Mukaram khan Naseri,18,M,Ind,
7-1541-9,Wafiullah Sharifi,26,M,Ind,
7-1545-6,Hamidullah Khair,17,M,Ind,
7-1553-55,Eng. Mohammad Agha Mubarez,13,M,Ind,
7-1637-36,Alhaj Eng. Assadullah Assad,32,M,Ind,
8-1142-1045,Abdul Raqib Paasdaar,2,M,Ind,
8-1173-31,Noorullah Begi,6,M,Ind,
8-1250-7,Qazi Rahela Salim,4,F,Ind,
8-1265-2068,Haji Zal Mohammad Zalamai Noori,12,M,Ind,
8-1274-2086,Mohammad Hatef Daye,3,M,Ind,
8-1445-38,Saleh Mohammad Registani,11,M,Ind,
8-1541-19,Ahmad Shekeb Ahmadyar,1,M,Ind,
8-1553-36,Dr. Zahir Saadat,7,M,Ind,
8-1593-2061,Gull Padshah Bina,8,M,Ind,
8-1601-43,Farzana Shahimi,9,F,Ind,
8-1637-2067,Mawlawi Mohammad Mukhtar Mufleh,5,M,Ind,
8-801-1505-2109,Dr. Sadruddin Fakhri,10,M,Ind,
9-1001-87,Rahela Faqiri,81,F,Ind,
9-1005-104,Manizha Shirzad Ariaye,63,F,Ind,
9-1006-139,Mohammad Jaan Qaderi,34,M,Ind,
9-1009-48,Dr. Mohammad Nasim Mudaber,86,M,Ind,
9-1010-76,Najibullah Kamini,75,M,Ind,
9-1022-128,Ahmad Munir,60,M,Ind,
9-1029-47,Alhaj Abdul Rahman,16,M,Ind,
9-1033-61,Ghullam Rabani Sofizada,36,M,Political Party,
9-1034-117,Alhaj Ghullam Nabi Dor Andish,15,M,Ind,
9-1037-133,Eng. Zalmai Zaheer,51,M,Ind,
9-1049-130,Nematullah Sarhadi,79,M,Unlisted,
9-1050-141,Hassamuddin Adel Oghli,54,M,Political Party,
9-1061-152,Abdul Wahed known to Arman,19,M,Ind,
9-1070-58,Sayedullah Sadat,33,M,Ind,
9-1074-86,Abdul Rahman Khenjan,67,M,Ind,
9-1081-88,Mohammad Younus Aimaq,7,M,Ind,
9-1082-26,Khalilullah Mehr Ayen,29,M,Ind,
9-1094-144,Mawlawi Sayed Safiullah Rashed,70,M,Ind,
9-1125-99,Noor Ali Faqirzada,21,M,Ind,
9-1133-154,Freba Safi,6,F,Ind,
9-1134-63,Ustad Mahboobullah Mahboob,59,M,Ind,
9-1141-226,Ferozuddin Aimaq,66,M,Ind,
9-1149-155,Naqibullah Qane,73,M,Ind,
9-1150-137,Arash Rastin,32,M,Ind,
9-1157-93,Mohammad Zaher Ghanizada,11,M,Ind,
9-1158-56,Shamsuddin Mustafa known to Mulla Shams,49,M,Ind,
9-1165-126,Mohebullah,53,M,Ind,
9-1169-140,Ghullam Mustafa Andarabi,52,M,Ind,
9-1173-40,Tamana Shinwari,14,F,Ind,
9-1174-118,Shir Ahmad Kazemi,3,M,Ind,
9-1177-27,Alhaj Eng. Habibullah,77,M,Ind,
9-1178-73,Sayed Agha Qayoumi,23,M,Ind,
9-1185-53,Enayatullah Sadeq,80,M,Ind,
9-1193-146,Abdul Khan Sediqi,2,M,Ind,
9-1194-136,Alhaj Abdul Mudaber Safi,48,M,Ind,
9-1197-54,Shokria Essakhel,69,F,Ind,
9-1205-151,Haji Ahmad Daneshyar,47,M,Ind,
9-1234-17,Alhaj Noor Mohammad Nekkhwah,84,M,Ind,
9-1249-41,Alhaj Mamor Ahmadzai,44,M,Ind,
9-1254-34,Alhaj Habib Rahman Shirzai,57,M,Ind,
9-1265-143,Abdul Shokor Kohgadai,1,M,Ind,
9-1266-89,Mohammad Ismail Daneshyar,30,M,Ind,
9-1273-15,Alhaj Ustad Abdul Razaq Hashemi,41,M,Ind,
9-1274-91,Alhaj Assadullah Shahbaz,72,M,Ind,
9-1281-85,Gullalai Kherad,82,F,Ind,
9-1285-149,Dr. Zamanuddin Nejat,85,M,Ind,
9-1289-38,Mastora Arezo,74,F,Ind,
9-1290-116,Mawlawi Abdul Haq Mazhari,65,M,Ind,
9-1297-129,Commander Saaber Qalich,13,M,Political Party,
9-1298-81,Alhaj Mawlawi Abdul Hadi Nadem,83,M,Ind,
9-1305-11,Ustad Najia Aimaq,38,F,Ind,
9-1306-20,Haji Jalaluddin,28,M,Ind,
9-1313-145,Pohanyar Ustad Abdul Sami,76,M,Ind,
9-1321-153,Hassibullah Rahmani,55,M,Ind,
9-1329-120,Mohammad Azim Mohseni,4,M,Ind,
9-1330-119,Mohammad Zarif Zarif,35,M,Ind,
9-1333-51,Besmellah Sharifi,61,M,Ind,
9-1337-52,Salahuddin Aimaq,27,M,Ind,
9-1338-3,Gen. Habib Rahman Andarabi,20,M,Ind,
9-1349-230,Gull Aziz Aimaq,88,M,Ind,
9-1382-94,Hafizullah Sulaimankhel,50,M,Ind,
9-1397-57,Mohaiuddin Mahdi,58,M,Ind,
9-1398-142,Gen Abdul Ahad Hamidyar,22,M,Ind,
9-1401-150,Qari Noor Rahman Shirzad,78,M,Ind,
9-1429-49,Sayed Zia Sadat,17,M,Ind,
9-1437-135,Pohanyar Ustad Allah Mohammad Hazem,71,M,Ind,
9-1441-55,Alhaj Delawar Aimaq,9,M,Ind,
9-1445-132,Mahboobullah Ghafari,8,M,Ind,
9-1477-121,Abdul Samad Hamedpor,64,M,Ind,
9-1505-1,Abdul Basir Jawid,42,M,Ind,
9-1509-13,Alhaj Mohammad Iqbal Saadat,46,M,Ind,
9-1537-25,Humaira Kohzad,40,F,Ind,
9-1541-33,Attiq Ramin,25,M,Ind,
9-1545-59,Alhaj Dr. Khairuddin Fayez,26,M,Ind,
9-1553-9,Nooria Hamidi,62,F,Ind,
9-1561-131,Sardar Amanullah Ariaz,31,M,Ind,
9-1565-156,Ejazulhai Haqjo,45,M,Ind,
9-1569-90,Mohammad Hussain Hussaini,10,M,Political Party,
9-1577-92,Dr. Haroon Samarqandi,37,M,Ind,
9-1581-35,Farzana Farahmand,43,F,Ind,
9-1585-97,Zekrya Hamdard,56,M,Ind,
9-1593-67,** Will need a Dari speaker to go through manually on IEC website,87,M,Ind,
9-1601-127,Abdul Qayoum Qayoumi,5,M,Ind,
9-1605-147,Abdul Latif Hamidi,12,M,Ind,
9-1637-95,Wajeda Faisal Azizi,24,F,Ind,
9-1645-50,Mohammad Aref Mangal,68,M,Ind,
9-1685-21,Obaidullah Akbari,18,M,Ind,
